participant,participant_gender,search_term,image_url,image_selected,image_gender,image_position,bls_p_women,bls_p_image_gender,search_p_women,synthetic_p_women,quality_rating
b18,female,housekeeper,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/1.jpg,FALSE,woman,2,0.881,0.881,0.926829268,0.5,very poor
b38,male,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/3.jpg,FALSE,man,2,0.441,0.559,0.476190476,0.5,fair
b4,male,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/1.jpg,FALSE,man,2,0.215,0.785,0.241758242,0.25,very good
b12,female,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/3.jpg,FALSE,man,2,0.441,0.559,0.476190476,0.5,good
b22,male,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/1.jpg,FALSE,man,2,0.215,0.785,0.241758242,0.25,good
b15,female,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/2.jpg,FALSE,man,2,0.274,0.726,0.112244898,0.125,very good
b8,male,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/2.jpg,FALSE,man,2,0.274,0.726,0.112244898,0.5,very good
b30,female,engineer,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/8.jpg,FALSE,woman,2,0.132,0.132,0.154929577,1,poor
b6,male,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/1.jpg,FALSE,man,2,0.537,0.463,0.576923077,0.5,good
b18,female,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/4.jpg,FALSE,man,2,0.596,0.404,0.685714286,0.375,fair
b21,male,customer service representative,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/10.jpg,FALSE,man,2,0.678,0.322,0.6875,0,poor
b12,female,computer programmer,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/2.jpg,FALSE,man,2,0.225,0.775,0.166666667,0.5,good
b25,male,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/12.jpg,TRUE,woman,2,0.197,0.197,0.148148148,1,good
b4,male,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/1.jpg,FALSE,man,2,0.377,0.623,0.287671233,0.5,very good
b22,male,building inspector,http://homes.cs.washington.edu/~mjskay/aws-images/google/building inspector/1.jpg,FALSE,man,2,0.078,0.922,0.06779661,0.5,very poor
b8,male,biologist,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/2.jpg,FALSE,man,2,0.501,0.499,0.353846154,0.375,very good
b30,female,custodian,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/1.jpg,FALSE,man,2,0.297,0.703,0.15625,0.5,very poor
b7,male,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/1.jpg,FALSE,man,2,0.343,0.657,0.301204819,0.25,very good
b38,male,primary school teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/1.jpg,FALSE,woman,2,0.814,0.814,0.717948718,1,very good
b19,male,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/4.jpg,FALSE,man,2,0.596,0.404,0.685714286,0.5,very good
b36,female,telemarketer,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/1.jpg,FALSE,man,2,0.503,0.497,0.644444444,0.375,fair
b23,female,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/6.jpg,TRUE,woman,2,0.197,0.197,0.148148148,0.875,poor
b4,male,primary school teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/1.jpg,FALSE,woman,2,0.814,0.814,0.717948718,0.5,very good
b5,female,customer service representative,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/5.jpg,FALSE,woman,2,0.678,0.678,0.6875,0.75,very good
b22,male,customer service representative,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/5.jpg,FALSE,woman,2,0.678,0.678,0.6875,0.75,very good
b8,male,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/1.jpg,FALSE,man,2,0.215,0.785,0.241758242,0.75,very good
b3,female,nurse practitioner,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/28.jpg,FALSE,man,2,0.861,0.139,0.846153846,0.125,fair
b30,female,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/4.jpg,FALSE,man,2,0.596,0.404,0.685714286,0.625,very good
b38,male,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/1.jpg,FALSE,man,2,0.377,0.623,0.287671233,0,good
b12,female,customer service representative,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/5.jpg,FALSE,woman,2,0.678,0.678,0.6875,1,good
b36,female,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/1.jpg,TRUE,man,2,0.343,0.657,0.301204819,0.75,good
b5,female,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/1.jpg,FALSE,man,2,0.126,0.874,0.138888889,0,very good
b26,female,telemarketer,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/5.jpg,FALSE,man,2,0.503,0.497,0.644444444,0,fair
b25,male,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/3.jpg,FALSE,man,2,0.029,0.971,0.125,0,very good
b22,male,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/4.jpg,FALSE,woman,2,0.126,0.126,0.138888889,0.875,good
b14,male,pilot,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/46.jpg,TRUE,woman,2,0.041,0.041,0.103896104,0.875,good
b8,male,cook,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/30.jpg,FALSE,woman,2,0.377,0.377,0.141025641,0.875,good
b3,female,cook,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/4.jpg,FALSE,man,2,0.377,0.623,0.141025641,0.5,fair
b30,female,security guard,http://homes.cs.washington.edu/~mjskay/aws-images/google/security guard/2.jpg,FALSE,man,2,0.185,0.815,0.052631579,0.5,good
b1,male,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/5.jpg,FALSE,woman,2,0.377,0.377,0.287671233,1,fair
b5,female,author,http://homes.cs.washington.edu/~mjskay/aws-images/google/author/1.jpg,FALSE,woman,2,0.556,0.556,0.246153846,0.5,good
b22,male,author,http://homes.cs.washington.edu/~mjskay/aws-images/google/author/1.jpg,FALSE,woman,2,0.556,0.556,0.246153846,0.75,very poor
b36,female,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/4.jpg,FALSE,woman,2,0.126,0.126,0.138888889,0.875,very good
b3,female,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/28.jpg,TRUE,woman,2,0.126,0.126,0.138888889,1,good
b30,female,biologist,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/2.jpg,FALSE,man,2,0.501,0.499,0.353846154,0.5,good
b7,male,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/1.jpg,TRUE,man,2,0.215,0.785,0.241758242,0.25,very good
b38,male,chemist,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/1.jpg,TRUE,man,2,0.442,0.558,0.532467532,0.5,good
b22,male,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/3.jpg,FALSE,man,3,0.274,0.726,0.112244898,0,good
b16,female,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/3.jpg,FALSE,woman,3,0.862,0.862,0.779069767,1,good
b8,male,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/6.jpg,TRUE,woman,3,0.236,0.236,0.209302326,0.75,very good
b3,female,engineer,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/2.jpg,FALSE,man,3,0.132,0.868,0.154929577,0.125,good
b30,female,nurse practitioner,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/2.jpg,FALSE,woman,3,0.861,0.861,0.846153846,0.5,good
b7,male,technical writer,http://homes.cs.washington.edu/~mjskay/aws-images/google/technical writer/7.jpg,FALSE,man,3,0.555,0.445,0.35,0,poor
b38,male,telemarketer,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/3.jpg,FALSE,woman,3,0.503,0.503,0.644444444,0.5,fair
b19,male,telemarketer,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/3.jpg,TRUE,woman,3,0.503,0.503,0.644444444,0.375,fair
b36,female,lab tech,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/10.jpg,FALSE,man,3,0.728,0.272,0.651162791,0,good
b25,male,lab tech,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/10.jpg,FALSE,man,3,0.728,0.272,0.651162791,0,very good
b5,female,lab tech,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/10.jpg,FALSE,man,3,0.728,0.272,0.651162791,0,good
b4,male,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/2.jpg,FALSE,man,3,0.236,0.764,0.209302326,0.25,good
b10,male,bus driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/bus driver/48.jpg,FALSE,woman,3,0.455,0.455,0.1875,1,good
b8,male,administrative assistant,http://homes.cs.washington.edu/~mjskay/aws-images/google/administrative assistant/3.jpg,FALSE,woman,3,0.953,0.953,0.923076923,0.5,fair
b3,female,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/2.jpg,FALSE,man,3,0.537,0.463,0.576923077,0,very good
b30,female,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/28.jpg,FALSE,man,3,0.862,0.138,0.779069767,0.125,very poor
b6,male,technical writer,http://homes.cs.washington.edu/~mjskay/aws-images/google/technical writer/7.jpg,FALSE,man,3,0.555,0.445,0.35,0,fair
b7,male,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/2.jpg,FALSE,man,3,0.377,0.623,0.287671233,0.375,very good
b38,male,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/3.jpg,FALSE,man,3,0.274,0.726,0.112244898,0.25,poor
b22,male,engineer,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/2.jpg,FALSE,man,3,0.132,0.868,0.154929577,0,poor
b25,male,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/2.jpg,TRUE,man,3,0.215,0.785,0.241758242,0.5,very good
b12,female,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/2.jpg,FALSE,man,3,0.215,0.785,0.241758242,0.5,good
b8,male,bartender,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/3.jpg,FALSE,man,3,0.599,0.401,0.234042553,0,very good
b3,female,building inspector,http://homes.cs.washington.edu/~mjskay/aws-images/google/building inspector/2.jpg,TRUE,man,3,0.078,0.922,0.06779661,0.5,good
b30,female,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/2.jpg,FALSE,man,3,0.377,0.623,0.287671233,0,good
b18,female,computer programmer,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/3.jpg,FALSE,man,3,0.225,0.775,0.166666667,0.125,poor
b21,male,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/4.jpg,FALSE,man,3,0.029,0.971,0.125,0,poor
b7,male,computer programmer,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/27.jpg,FALSE,woman,3,0.225,0.225,0.166666667,0.875,fair
b38,male,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/3.jpg,FALSE,woman,3,0.862,0.862,0.779069767,1,fair
b19,male,primary school teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/17.jpg,FALSE,man,3,0.814,0.186,0.717948718,0,good
b25,male,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/2.jpg,FALSE,man,3,0.537,0.463,0.576923077,0,very good
b32,female,nurse practitioner,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/33.jpg,FALSE,man,3,0.861,0.139,0.846153846,0.125,very good
b4,male,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/5.jpg,TRUE,woman,3,0.441,0.441,0.476190476,0.5,very good
b12,female,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/2.jpg,FALSE,man,3,0.537,0.463,0.576923077,0.375,good
b3,female,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/39.jpg,FALSE,man,3,0.862,0.138,0.779069767,0,very poor
b30,female,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/2.jpg,FALSE,man,3,0.343,0.657,0.301204819,0.25,very good
b24,female,engineer,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/2.jpg,FALSE,man,3,0.132,0.868,0.154929577,0.5,good
b7,male,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/5.jpg,FALSE,woman,3,0.441,0.441,0.476190476,0.5,fair
b19,male,engineer,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/2.jpg,FALSE,man,3,0.132,0.868,0.154929577,0,good
b36,female,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/2.jpg,FALSE,man,3,0.862,0.138,0.779069767,0.875,fair
b25,male,plumber,http://homes.cs.washington.edu/~mjskay/aws-images/google/plumber/2.jpg,FALSE,man,3,0.013,0.987,0.047058824,0.5,very good
b4,male,lab tech,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/4.jpg,TRUE,man,3,0.728,0.272,0.651162791,0.375,good
b8,male,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/2.jpg,FALSE,man,3,0.377,0.623,0.287671233,0.625,very good
b37,female,primary school teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/2.jpg,FALSE,woman,3,0.814,0.814,0.717948718,1,good
b21,male,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/2.jpg,FALSE,man,3,0.236,0.764,0.209302326,0.25,poor
b5,female,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/2.jpg,FALSE,man,3,0.862,0.138,0.779069767,0.875,fair
b7,male,butcher,http://homes.cs.washington.edu/~mjskay/aws-images/google/butcher/3.jpg,FALSE,man,3,0.23,0.77,0.079365079,0.5,poor
b12,female,biologist,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/3.jpg,FALSE,woman,3,0.501,0.501,0.353846154,0.625,fair
b23,female,lab tech,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/4.jpg,FALSE,man,3,0.728,0.272,0.651162791,0.375,very good
b25,male,customer service representative,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/9.jpg,FALSE,man,3,0.678,0.322,0.6875,0.25,very good
b22,male,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/3.jpg,FALSE,woman,3,0.862,0.862,0.779069767,1,very poor
b4,male,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/2.jpg,TRUE,man,3,0.197,0.803,0.148148148,0,good
b30,female,author,http://homes.cs.washington.edu/~mjskay/aws-images/google/author/9.jpg,FALSE,man,3,0.556,0.444,0.246153846,0,poor
b20,male,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/2.jpg,TRUE,man,3,0.377,0.623,0.287671233,0.625,very good
b6,male,primary school teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/12.jpg,FALSE,man,3,0.814,0.186,0.717948718,0.125,fair
b7,male,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/2.jpg,TRUE,man,3,0.197,0.803,0.148148148,0.5,fair
b12,female,pilot,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/52.jpg,FALSE,woman,3,0.041,0.041,0.103896104,0.875,very good
b25,male,childcare worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/2.jpg,FALSE,woman,3,0.941,0.941,0.873239437,0.875,very good
b4,male,chemist,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/2.jpg,FALSE,man,3,0.442,0.558,0.532467532,0.5,very good
b5,female,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/5.jpg,FALSE,woman,3,0.596,0.596,0.685714286,0.375,very good
b36,female,cook,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/47.jpg,FALSE,woman,3,0.377,0.377,0.141025641,1,fair
b22,male,bus driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/bus driver/2.jpg,FALSE,man,3,0.455,0.545,0.1875,0.25,good
b3,female,bus driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/bus driver/18.jpg,FALSE,woman,3,0.455,0.455,0.1875,0.75,good
b21,male,engineer,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/2.jpg,FALSE,man,3,0.132,0.868,0.154929577,0,poor
b23,female,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/18.jpg,FALSE,woman,3,0.215,0.215,0.241758242,1,good
b32,female,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/9.jpg,FALSE,woman,3,0.537,0.537,0.576923077,1,very good
b12,female,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/2.jpg,FALSE,man,3,0.862,0.138,0.779069767,0.5,good
b25,male,chemist,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/6.jpg,FALSE,woman,3,0.442,0.442,0.532467532,1,very good
b8,male,nurse practitioner,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/2.jpg,FALSE,woman,3,0.861,0.861,0.846153846,0.5,very good
b17,female,cook,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/5.jpg,FALSE,man,3,0.377,0.623,0.141025641,0.125,fair
b30,female,computer programmer,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/22.jpg,FALSE,woman,3,0.225,0.225,0.166666667,0.75,good
b7,male,chemist,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/2.jpg,FALSE,man,3,0.442,0.558,0.532467532,0.5,very good
b38,male,cook,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/5.jpg,FALSE,man,3,0.377,0.623,0.141025641,0.625,very poor
b36,female,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/3.jpg,FALSE,man,3,0.274,0.726,0.112244898,0.125,good
b22,male,primary school teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/2.jpg,FALSE,woman,3,0.814,0.814,0.717948718,0.875,good
b15,female,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/3.jpg,FALSE,man,3,0.126,0.874,0.138888889,0.125,very good
b8,male,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/28.jpg,FALSE,woman,3,0.126,0.126,0.138888889,0.875,very good
