turker,turker_gender,search_term,image_url,image_gender,bls_p_women,bls_p_image_gender,search_p_women,attractive,provocative,sexy,professional,competent,inappropriate,trustworthy,weird
a157,male,telemarketer,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/15.jpg,woman,0.503,0.503,0.644444444,agree,agree,agree,agree,neutral,disagree,neutral,neutral
a67,male,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/0.jpg,man,0.215,0.785,0.241758242,neutral,disagree,disagree,agree,agree,disagree,agree,disagree
a106,male,librarian,http://homes.cs.washington.edu/~mjskay/aws-images/google/librarian/80.jpg,man,0.868,0.132,0.953846154,disagree,NA,strongly disagree,strongly disagree,neutral,strongly disagree,neutral,agree
a59,female,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/7.jpg,man,0.215,0.785,0.241758242,neutral,disagree,neutral,agree,agree,disagree,agree,disagree
a118,male,crane operator,http://homes.cs.washington.edu/~mjskay/aws-images/google/crane operator/16.jpg,man,0.04,0.96,0.068181818,disagree,agree,strongly disagree,agree,agree,strongly disagree,neutral,strongly disagree
a69,female,building inspector,http://homes.cs.washington.edu/~mjskay/aws-images/google/building inspector/8.jpg,man,0.078,0.922,0.06779661,strongly agree,disagree,agree,agree,agree,strongly disagree,agree,strongly disagree
a77,male,bartender,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/2.jpg,man,0.599,0.401,0.234042553,agree,strongly disagree,neutral,agree,agree,strongly disagree,neutral,strongly disagree
a118,male,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/31.jpg,woman,0.126,0.126,0.138888889,strongly agree,agree,strongly agree,agree,agree,NA,NA,strongly disagree
a65,female,lab tech,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/2.jpg,woman,0.728,0.728,0.651162791,agree,agree,neutral,strongly agree,strongly agree,strongly disagree,neutral,NA
a42,male,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/1.jpg,woman,0.862,0.862,0.779069767,agree,neutral,agree,agree,agree,strongly disagree,agree,NA
a93,male,cook,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/64.jpg,woman,0.377,0.377,0.141025641,neutral,disagree,disagree,agree,agree,disagree,strongly agree,disagree
a54,female,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/1.jpg,man,0.537,0.463,0.576923077,agree,disagree,disagree,agree,agree,disagree,agree,disagree
a138,female,custodian,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/3.jpg,man,0.297,0.703,0.15625,neutral,neutral,neutral,agree,neutral,neutral,neutral,neutral
a59,female,custodian,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/3.jpg,man,0.297,0.703,0.15625,neutral,disagree,disagree,agree,neutral,disagree,neutral,disagree
a34,male,bus driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/bus driver/52.jpg,woman,0.455,0.455,0.1875,agree,disagree,disagree,agree,agree,disagree,agree,strongly disagree
a176,female,crane operator,http://homes.cs.washington.edu/~mjskay/aws-images/google/crane operator/18.jpg,man,0.04,0.96,0.068181818,neutral,strongly disagree,neutral,agree,agree,strongly disagree,neutral,strongly disagree
a74,male,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/3.jpg,man,0.029,0.971,0.125,agree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a18,female,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/8.jpg,woman,0.862,0.862,0.779069767,neutral,disagree,disagree,agree,agree,disagree,agree,disagree
a115,female,nurse practitioner,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/58.jpg,man,0.861,0.139,0.846153846,strongly agree,neutral,neutral,agree,agree,strongly disagree,neutral,strongly disagree
a74,male,garbage collector,http://homes.cs.washington.edu/~mjskay/aws-images/google/garbage collector/0.jpg,man,0.066,0.934,0.057142857,disagree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a89,male,crane operator,http://homes.cs.washington.edu/~mjskay/aws-images/google/crane operator/18.jpg,man,0.04,0.96,0.068181818,neutral,neutral,strongly disagree,agree,agree,strongly disagree,neutral,strongly disagree
a6,female,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/22.jpg,man,0.441,0.559,0.476190476,neutral,neutral,neutral,strongly agree,agree,strongly disagree,agree,strongly disagree
a50,male,engineer,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/35.jpg,woman,0.132,0.132,0.154929577,neutral,neutral,neutral,agree,agree,disagree,agree,disagree
a59,female,nurse,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse/99.jpg,man,0.906,0.094,0.966292135,agree,disagree,neutral,agree,agree,disagree,agree,disagree
a174,male,security guard,http://homes.cs.washington.edu/~mjskay/aws-images/google/security guard/7.jpg,man,0.185,0.815,0.052631579,disagree,agree,disagree,strongly agree,agree,strongly disagree,agree,strongly disagree
a6,female,computer programmer,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/2.jpg,man,0.225,0.775,0.166666667,agree,neutral,agree,disagree,neutral,strongly disagree,disagree,strongly disagree
a173,female,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/1.jpg,man,0.126,0.874,0.138888889,strongly disagree,strongly disagree,strongly disagree,strongly agree,agree,strongly disagree,agree,neutral
a89,male,housekeeper,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/1.jpg,woman,0.881,0.881,0.926829268,agree,strongly disagree,neutral,agree,agree,strongly disagree,agree,strongly disagree
a173,female,bus driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/bus driver/21.jpg,woman,0.455,0.455,0.1875,neutral,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a118,male,nurse,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse/0.jpg,woman,0.906,0.906,0.966292135,agree,agree,agree,agree,agree,strongly disagree,agree,strongly disagree
a183,female,childcare worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/50.jpg,man,0.941,0.059,0.873239437,neutral,neutral,neutral,neutral,neutral,disagree,neutral,disagree
a37,male,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/2.jpg,man,0.343,0.657,0.301204819,agree,disagree,neutral,agree,disagree,disagree,disagree,disagree
a176,female,librarian,http://homes.cs.washington.edu/~mjskay/aws-images/google/librarian/65.jpg,man,0.868,0.132,0.953846154,strongly disagree,NA,strongly disagree,agree,agree,NA,agree,disagree
a70,male,garbage collector,http://homes.cs.washington.edu/~mjskay/aws-images/google/garbage collector/7.jpg,man,0.066,0.934,0.057142857,disagree,disagree,disagree,agree,agree,strongly disagree,strongly agree,strongly disagree
a6,female,cook,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/68.jpg,woman,0.377,0.377,0.141025641,strongly agree,disagree,strongly agree,disagree,disagree,strongly disagree,NA,strongly disagree
a37,male,housekeeper,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/3.jpg,woman,0.881,0.881,0.926829268,agree,disagree,agree,neutral,neutral,disagree,agree,disagree
a37,male,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/28.jpg,man,0.596,0.404,0.685714286,agree,disagree,disagree,agree,agree,disagree,agree,disagree
a6,female,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/7.jpg,man,0.274,0.726,0.112244898,agree,neutral,neutral,strongly agree,neutral,strongly disagree,neutral,strongly disagree
a119,male,bus driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/bus driver/18.jpg,woman,0.455,0.455,0.1875,disagree,strongly disagree,strongly disagree,disagree,neutral,strongly disagree,agree,agree
a69,female,drafter,http://homes.cs.washington.edu/~mjskay/aws-images/google/drafter/85.jpg,woman,0.166,0.166,0.181818182,neutral,neutral,disagree,neutral,neutral,neutral,neutral,neutral
a118,male,receptionist,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/2.jpg,woman,0.915,0.915,0.962962963,agree,agree,neutral,strongly agree,agree,strongly disagree,agree,strongly disagree
a74,male,librarian,http://homes.cs.washington.edu/~mjskay/aws-images/google/librarian/0.jpg,woman,0.868,0.868,0.953846154,agree,strongly disagree,strongly disagree,agree,agree,strongly disagree,strongly agree,strongly disagree
a157,male,childcare worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/6.jpg,woman,0.941,0.941,0.873239437,neutral,disagree,disagree,agree,agree,strongly disagree,strongly agree,neutral
a155,male,building inspector,http://homes.cs.washington.edu/~mjskay/aws-images/google/building inspector/6.jpg,man,0.078,0.922,0.06779661,agree,strongly disagree,neutral,strongly agree,strongly agree,strongly disagree,agree,strongly disagree
a150,female,security guard,http://homes.cs.washington.edu/~mjskay/aws-images/google/security guard/93.jpg,woman,0.185,0.185,0.052631579,agree,strongly agree,strongly agree,strongly disagree,disagree,strongly agree,neutral,disagree
a44,female,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/7.jpg,woman,0.596,0.596,0.685714286,agree,strongly disagree,strongly disagree,strongly agree,agree,strongly disagree,agree,strongly disagree
a59,female,bartender,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/6.jpg,man,0.599,0.401,0.234042553,agree,disagree,neutral,agree,neutral,disagree,agree,disagree
a37,male,pilot,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/55.jpg,woman,0.041,0.041,0.103896104,agree,neutral,neutral,neutral,neutral,neutral,neutral,neutral
a70,male,pilot,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/56.jpg,woman,0.041,0.041,0.103896104,agree,agree,agree,agree,agree,strongly disagree,neutral,strongly disagree
a6,female,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/3.jpg,woman,0.862,0.862,0.779069767,neutral,neutral,neutral,neutral,neutral,strongly disagree,agree,strongly disagree
a138,female,nurse,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse/98.jpg,man,0.906,0.094,0.966292135,agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,agree,strongly disagree
a4,male,receptionist,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/4.jpg,woman,0.915,0.915,0.962962963,disagree,disagree,neutral,agree,neutral,strongly disagree,neutral,strongly disagree
a175,male,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/28.jpg,woman,0.126,0.126,0.138888889,agree,strongly disagree,strongly disagree,agree,neutral,NA,disagree,neutral
a59,female,crane operator,http://homes.cs.washington.edu/~mjskay/aws-images/google/crane operator/51.jpg,woman,0.04,0.04,0.068181818,agree,disagree,neutral,neutral,neutral,disagree,neutral,disagree
a174,male,welder,http://homes.cs.washington.edu/~mjskay/aws-images/google/welder/19.jpg,man,0.048,0.952,0.076923077,disagree,agree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a37,male,primary school teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/2.jpg,woman,0.814,0.814,0.717948718,agree,disagree,agree,agree,agree,disagree,agree,disagree
a173,female,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/8.jpg,man,0.126,0.874,0.138888889,neutral,strongly disagree,neutral,strongly agree,agree,strongly disagree,agree,strongly disagree
a170,male,bus driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/bus driver/2.jpg,man,0.455,0.545,0.1875,disagree,disagree,disagree,agree,agree,disagree,agree,disagree
a173,female,primary school teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/12.jpg,man,0.814,0.186,0.717948718,neutral,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a37,male,engineer,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/69.jpg,woman,0.132,0.132,0.154929577,agree,disagree,neutral,agree,agree,disagree,agree,disagree
a138,female,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/8.jpg,man,0.029,0.971,0.125,agree,neutral,strongly disagree,neutral,agree,strongly disagree,neutral,strongly disagree
a18,female,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/68.jpg,woman,0.274,0.274,0.112244898,agree,disagree,neutral,strongly agree,agree,disagree,agree,strongly disagree
a156,male,customer service representative,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/13.jpg,woman,0.678,0.678,0.6875,agree,disagree,agree,agree,agree,disagree,agree,disagree
a37,male,housekeeper,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/7.jpg,woman,0.881,0.881,0.926829268,agree,agree,agree,agree,disagree,agree,disagree,agree
a6,female,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/8.jpg,woman,0.862,0.862,0.779069767,strongly disagree,agree,strongly disagree,agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a177,male,drafter,http://homes.cs.washington.edu/~mjskay/aws-images/google/drafter/7.jpg,woman,0.166,0.166,0.181818182,neutral,disagree,disagree,agree,strongly agree,strongly disagree,neutral,agree
a6,female,building inspector,http://homes.cs.washington.edu/~mjskay/aws-images/google/building inspector/93.jpg,woman,0.078,0.078,0.06779661,strongly disagree,agree,strongly disagree,disagree,agree,strongly disagree,neutral,strongly disagree
a177,male,lab tech,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/14.jpg,woman,0.728,0.728,0.651162791,neutral,disagree,neutral,strongly agree,strongly agree,strongly disagree,agree,disagree
a93,male,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/53.jpg,man,0.862,0.138,0.779069767,disagree,strongly disagree,strongly disagree,strongly agree,agree,strongly disagree,agree,strongly disagree
a170,male,computer programmer,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/93.jpg,woman,0.225,0.225,0.166666667,agree,disagree,neutral,agree,agree,strongly disagree,agree,strongly disagree
a70,male,author,http://homes.cs.washington.edu/~mjskay/aws-images/google/author/6.jpg,woman,0.556,0.556,0.246153846,agree,neutral,neutral,strongly agree,strongly agree,strongly disagree,agree,strongly disagree
a138,female,biologist,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/25.jpg,woman,0.501,0.501,0.353846154,agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a173,female,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/2.jpg,man,0.236,0.764,0.209302326,disagree,strongly disagree,strongly disagree,strongly disagree,neutral,strongly disagree,neutral,disagree
a175,male,bartender,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/5.jpg,man,0.599,0.401,0.234042553,strongly agree,strongly disagree,strongly disagree,NA,strongly agree,strongly agree,agree,strongly agree
a7,female,primary school teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/5.jpg,woman,0.814,0.814,0.717948718,agree,disagree,neutral,neutral,agree,strongly disagree,agree,strongly disagree
a170,male,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/1.jpg,man,0.029,0.971,0.125,agree,disagree,disagree,agree,agree,disagree,agree,disagree
a97,male,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/0.jpg,man,0.197,0.803,0.148148148,agree,neutral,neutral,agree,agree,disagree,agree,disagree
a37,male,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/27.jpg,man,0.596,0.404,0.685714286,disagree,neutral,disagree,agree,agree,neutral,agree,disagree
a11,male,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/3.jpg,man,0.274,0.726,0.112244898,neutral,strongly disagree,neutral,agree,neutral,strongly disagree,neutral,strongly disagree
a109,female,nurse practitioner,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/4.jpg,woman,0.861,0.861,0.846153846,agree,neutral,neutral,agree,agree,disagree,agree,disagree
a6,female,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/39.jpg,man,0.862,0.138,0.779069767,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,neutral
a174,male,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/5.jpg,woman,0.441,0.441,0.476190476,strongly agree,agree,strongly agree,neutral,agree,strongly disagree,agree,strongly disagree
a77,male,telemarketer,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/13.jpg,man,0.503,0.497,0.644444444,strongly disagree,neutral,disagree,neutral,disagree,disagree,neutral,agree
a69,female,author,http://homes.cs.washington.edu/~mjskay/aws-images/google/author/16.jpg,man,0.556,0.444,0.246153846,agree,agree,agree,agree,agree,strongly disagree,neutral,strongly disagree
a6,female,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/2.jpg,man,0.215,0.785,0.241758242,neutral,neutral,neutral,strongly agree,agree,strongly disagree,agree,NA
